,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond
56,160,FV,2645,Pave,Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,BrkFace,456.0,4,3,PConc,4,3,0,GLQ,649,0,321,970,5,1,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,Fin,2,480,3,3,Y,115,0,0,0,0,0,None,0,8,2009,Abnorml,172500,12.058152515453552,0,1,1,9,0,1,1,1,12,12,1,1,40
57,60,RL,11645,Pave,None,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,860,860,5,1,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2,565,3,3,Y,0,70,0,0,0,0,None,0,8,2006,Normal,196500,12.188417710291453,0,1,1,9,0,1,1,1,12,12,1,0,35
58,60,RL,13682,Pave,None,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,3,Unf,0,0,1410,1410,5,1,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3,641,3,3,Y,192,0,37,0,0,0,None,0,10,2006,Partial,438780,12.991753427493052,1,1,1,9,4,1,1,1,15,15,1,0,50
59,20,RL,7200,Pave,None,Bnk,Inside,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,2,ALQ,632,0,148,780,5,1,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1973.0,Unf,1,352,3,3,Y,196,0,0,0,0,0,MnPrv,0,1,2008,Normal,124900,11.73526869611367,0,1,1,9,0,1,1,1,9,9,1,1,35
60,20,RL,13072,Pave,None,Lvl,Inside,SawyerW,RR,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,ALQ,941,0,217,1158,5,1,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,50,0,0,0,0,None,0,5,2006,Partial,158000,11.970350312009105,1,1,1,9,0,1,1,1,12,9,1,1,30
61,75,RM,7200,Pave,None,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,None,0.0,3,3,BrkTil,3,2,0,Unf,0,0,530,530,3,0,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,144,0,0,0,None,0,3,2007,Normal,101000,11.522875795823397,0,1,1,9,0,1,1,1,6,9,1,1,35
62,120,RL,6442,Pave,None,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,Stone,178.0,4,3,PConc,4,4,1,GLQ,24,0,1346,1370,5,1,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,120,49,0,0,0,0,None,0,10,2007,Normal,202500,12.218495165528731,0,1,1,9,4,1,1,1,16,12,1,0,40
63,70,RM,10300,Pave,None,Bnk,Inside,OldTown,RR,1Fam,2Story,7,6,1921,1950,Gable,Stucco,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,576,576,4,1,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,Unf,2,480,3,3,Y,12,11,64,0,0,0,GdPrv,0,4,2010,Normal,140000,11.84939770159144,0,1,1,9,0,1,1,1,9,9,1,0,42
64,60,RL,9375,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,BrkFace,573.0,3,3,PConc,4,3,0,GLQ,739,0,318,1057,5,1,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,RFn,2,645,3,3,Y,576,36,0,0,0,0,GdPrv,0,2,2009,Normal,219500,12.299107511497363,0,1,1,9,0,1,1,1,12,9,1,1,35
65,60,RL,9591,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,BrkFace,344.0,4,3,PConc,5,3,2,Unf,0,0,1143,1143,5,1,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,192,151,0,0,0,0,None,0,10,2007,Normal,317000,12.666657052859417,0,1,1,9,4,1,1,1,15,12,1,1,40
66,20,RL,19900,Pave,None,Lvl,Inside,NAmes,Pos,1Fam,1Story,7,5,1970,1989,Gable,Plywood,BrkFace,287.0,3,3,CBlock,4,3,3,GLQ,912,0,1035,1947,3,1,2207,0,0,2207,1,0,2,0,3,1,3,7,MinMod,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,301,0,0,0,0,0,None,0,7,2010,Normal,180000,12.100712129872347,0,1,1,9,4,1,1,1,12,9,1,1,35
67,20,RL,10665,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,BrkFace,167.0,4,3,PConc,4,3,2,GLQ,1013,0,440,1453,5,1,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,558,3,3,Y,144,29,0,0,0,0,None,0,6,2007,Normal,226000,12.328290278254423,0,1,1,9,0,1,1,1,12,12,1,0,35
68,30,RM,4608,Pave,None,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,None,0.0,3,4,CBlock,3,3,0,Unf,0,0,747,747,3,1,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,None,0,6,2010,Normal,80000,11.289781913656018,0,1,1,9,0,1,1,1,9,12,1,1,24
69,50,RL,15593,Pave,None,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,None,0.0,4,3,CBlock,3,3,0,BLQ,603,0,701,1304,3,1,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,21,114,0,0,0,None,0,7,2006,Normal,225000,12.323855681186558,0,1,1,9,3,1,1,1,9,12,1,1,28
70,20,RL,13651,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,3,ALQ,1880,0,343,2223,5,1,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,300,0,0,0,0,0,None,0,2,2007,Normal,244000,12.404923504275338,0,1,1,9,8,1,1,1,12,12,1,0,42
71,20,RL,7599,Pave,None,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,ALQ,565,0,280,845,3,1,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,None,0,6,2007,Normal,129500,11.771436160121729,0,1,1,9,0,1,1,1,9,9,1,1,24
72,60,RL,10141,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,BrkFace,40.0,3,3,PConc,4,3,0,Unf,0,0,832,832,4,1,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,94,0,0,291,0,None,0,12,2009,Normal,185000,12.128111104060462,0,1,1,9,3,1,1,1,12,9,1,0,35
73,20,RL,10200,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,0,ALQ,320,362,404,1086,4,1,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,GdWo,0,5,2010,Normal,144900,11.883799128308773,0,1,1,9,0,1,1,1,9,9,1,1,35
74,50,RM,5790,Pave,None,Lvl,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,None,0.0,4,4,CBlock,2,3,0,Unf,0,0,840,840,4,0,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,202,0,0,0,None,0,5,2010,Normal,107400,11.584315461056901,0,1,1,9,0,1,1,1,6,16,1,1,18
75,180,RM,1596,Pave,None,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,None,0.0,3,3,CBlock,4,3,3,GLQ,462,0,0,462,3,1,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,Unf,1,297,3,3,Y,120,101,0,0,0,0,GdWo,0,11,2009,Normal,91000,11.418614785498987,0,1,1,9,0,1,1,1,12,9,1,1,20
76,20,RL,8475,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,ALQ,228,0,724,952,5,1,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,None,0,4,2008,Normal,135750,11.818570237796182,0,1,1,9,0,0,1,1,9,9,1,0,28
77,50,RM,8635,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,BLQ,336,41,295,672,3,1,1072,213,0,1285,1,0,1,0,2,1,3,6,MinMod,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,MnPrv,0,1,2008,Normal,127000,11.751942365440728,0,1,1,9,0,1,1,1,9,9,1,1,25
78,90,RL,10778,Pave,None,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,None,0.0,3,3,CBlock,3,3,0,Unf,0,0,1768,1768,3,0,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,0,None,0,4,2010,Normal,136500,11.824079893607152,0,1,0,0,0,1,1,1,9,9,1,1,20
79,50,RM,10440,Pave,Grvl,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,None,0.0,3,3,PConc,3,3,0,Unf,0,0,440,440,4,1,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,Unf,2,440,3,3,Y,74,0,128,0,0,0,MnPrv,0,5,2009,Normal,110000,11.608235644774552,0,1,1,9,0,1,1,1,9,9,1,1,30
80,60,RL,13000,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,0,Rec,448,0,448,896,3,1,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,72,0,0,252,0,None,0,6,2009,Normal,193500,12.173032791451973,0,1,1,9,4,1,1,1,12,12,1,1,36
81,120,RM,4500,Pave,None,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,BrkFace,443.0,3,4,PConc,5,4,0,GLQ,1201,0,36,1237,5,1,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,Fin,2,405,3,3,Y,0,199,0,0,0,0,None,0,3,2006,Normal,153500,11.941455846009388,0,1,1,9,0,1,1,1,20,12,1,1,30
82,20,RL,10206,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,Stone,468.0,3,3,PConc,4,3,0,GLQ,33,0,1530,1563,5,1,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,144,99,0,0,0,0,None,0,10,2008,Normal,245000,12.409013489526863,0,1,1,9,4,1,1,1,12,9,1,1,40
83,20,RL,8892,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,0,Unf,0,0,1065,1065,4,1,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,461,3,3,Y,74,0,0,0,0,0,None,0,7,2007,Normal,126500,11.747997587149712,0,1,1,9,0,1,1,1,9,9,1,0,25
84,80,RL,8530,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,BrkFace,22.0,3,3,PConc,4,3,0,Unf,0,0,384,384,4,1,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,120,72,0,0,0,0,None,700,5,2009,Normal,168500,12.034691028774553,0,1,1,9,3,1,1,1,12,9,1,0,35
85,60,RL,16059,Pave,None,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,0,Unf,0,0,1288,1288,5,1,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,127,82,0,0,0,0,None,0,4,2006,Normal,260000,12.468436909997665,0,1,1,9,3,1,1,1,12,12,1,1,40
86,60,RL,11911,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0,0,684,684,5,1,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,100,38,0,0,0,0,None,0,3,2009,Normal,174000,12.066810578196666,0,1,1,9,4,1,1,1,12,12,1,0,30
87,160,FV,3951,Pave,Pave,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,Stone,76.0,4,3,PConc,4,3,2,Unf,0,0,612,612,5,1,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,None,0,6,2009,Partial,164500,12.010665849187564,1,1,1,9,0,1,1,1,12,12,1,1,30
88,50,C (all),8470,Pave,None,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,None,0.0,2,2,CBlock,3,2,0,Unf,0,0,1013,1013,3,0,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,156,0,0,0,MnPrv,0,10,2009,Abnorml,85000,11.350406535472453,0,1,0,0,0,1,1,1,6,4,1,0,6
89,20,RL,8070,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,GLQ,588,0,402,990,5,1,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,0,0,0,0,None,0,8,2007,Normal,123600,11.724805824005728,0,1,0,0,0,1,1,1,12,9,1,1,20
90,20,RL,7200,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,None,0.0,3,3,Slab,0,0,0,None,0,0,0,0,3,1,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,29,0,0,0,0,None,0,7,2006,Normal,109900,11.607326140391713,0,1,1,9,0,0,1,0,0,9,1,1,20
91,20,RL,8500,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,0,Rec,600,0,635,1235,3,1,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,GdWo,0,12,2006,Abnorml,98600,11.498826540590727,0,1,1,9,0,1,1,1,9,9,1,1,15
92,30,RL,13360,Pave,Grvl,HLS,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0,ALQ,713,0,163,876,5,1,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,44,0,0,0,None,0,8,2009,Normal,163500,12.004568269319446,0,1,1,9,0,1,1,1,12,12,1,0,35
93,190,C (all),7200,Pave,None,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,None,0.0,3,3,BrkTil,3,2,1,Rec,1046,0,168,1214,5,0,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900.0,Unf,2,506,3,3,Y,0,0,0,0,99,0,None,0,11,2007,Normal,133900,11.804848531679264,0,1,1,9,4,1,1,1,6,9,1,1,36
94,60,RL,9337,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,None,0.0,3,4,PConc,4,3,0,GLQ,648,0,176,824,5,1,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1997.0,RFn,2,684,3,3,Y,0,162,0,0,0,0,None,0,5,2007,Normal,204750,12.229545001715316,0,1,1,9,0,1,1,1,12,12,1,0,30
95,60,RL,9765,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,BrkFace,68.0,5,4,PConc,4,4,0,ALQ,310,0,370,680,4,1,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993.0,Fin,2,420,3,3,Y,232,63,0,0,0,0,None,480,4,2009,Normal,185000,12.128111104060462,0,1,1,9,3,1,1,1,16,20,1,0,48
96,20,RL,10264,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,BrkFace,183.0,4,3,PConc,4,3,2,ALQ,1162,0,426,1588,5,1,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1999.0,RFn,2,472,3,3,Y,158,29,0,0,0,0,None,0,8,2006,Normal,214000,12.273731294003989,0,1,1,9,0,1,1,1,12,12,1,0,35
97,20,RL,10921,Pave,None,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,0,Rec,520,0,440,960,3,1,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1965.0,Fin,1,432,3,3,P,120,0,0,0,0,0,None,0,5,2007,Normal,94750,11.458997122944673,0,1,1,9,0,0,1,1,9,9,1,1,20
98,30,RL,10625,Pave,None,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,ALQ,108,0,350,458,2,0,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,0,Basment,1920.0,Unf,1,366,2,3,Y,0,0,77,0,0,0,None,400,5,2010,Abnorml,83000,11.326595886778735,0,1,1,6,0,1,1,1,9,9,1,1,25
99,20,RL,9320,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,569,0,381,950,2,1,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,None,0.0,None,0,0,0,0,Y,352,0,0,0,0,0,None,400,1,2010,Normal,128950,11.76718001130949,0,1,0,0,0,1,1,1,9,9,1,0,20
100,20,RL,10603,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,BrkFace,28.0,3,3,PConc,3,3,1,ALQ,1200,0,410,1610,4,1,1610,0,0,1610,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1977.0,RFn,2,480,3,3,Y,168,68,0,0,0,0,None,0,2,2010,Normal,205000,12.230765258120545,0,1,1,9,6,1,1,1,9,9,1,0,42
101,60,RL,9206,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,0,Unf,0,0,741,741,3,1,977,755,0,1732,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1985.0,Fin,2,476,3,3,Y,192,46,0,0,0,0,None,0,6,2010,Normal,178000,12.089538829274222,0,1,1,9,3,1,1,1,12,12,1,1,30
102,90,RL,7018,Pave,None,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,None,0.0,3,2,Slab,0,0,0,None,0,0,0,0,3,1,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1979.0,Unf,2,410,3,3,Y,0,0,0,0,0,0,None,0,6,2009,Alloca,118964,11.686576205316552,0,1,1,9,0,1,1,0,0,6,1,1,25
103,20,RL,10402,Pave,None,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0,0,1226,1226,5,1,1226,0,0,1226,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,3,740,3,3,Y,0,36,0,0,0,0,None,0,5,2010,Normal,198900,12.200557464842063,0,1,1,9,0,1,1,1,12,9,1,0,35
104,50,RM,7758,Pave,None,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,BrkFace,600.0,3,2,PConc,3,3,0,LwQ,224,0,816,1040,5,1,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,3,Detchd,1951.0,Unf,1,240,3,3,Y,0,0,0,0,184,0,None,0,6,2007,Normal,169500,12.040608205802641,0,1,1,9,6,0,1,1,9,6,1,1,28
105,60,FV,9375,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,BrkFace,768.0,4,3,PConc,5,3,0,Unf,0,0,1053,1053,5,1,1053,939,0,1992,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2003.0,RFn,2,648,3,3,Y,140,45,0,0,0,0,None,0,8,2008,Normal,250000,12.429216196844383,0,1,1,9,4,1,1,1,15,12,1,1,40
106,30,RM,10800,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,None,0.0,3,3,BrkTil,2,3,0,Unf,0,0,641,641,4,1,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1954.0,Unf,1,273,2,2,N,0,0,0,0,0,0,None,450,8,2007,Normal,100000,11.512925464970229,0,1,1,4,0,1,1,1,6,9,1,1,28
107,20,RM,6000,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,ALQ,104,169,516,789,5,1,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1948.0,Unf,1,250,3,3,Y,0,0,0,0,0,0,None,0,4,2008,Partial,115000,11.652687407345388,0,1,1,9,0,1,1,1,9,9,1,1,25
108,50,RM,8500,Pave,None,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,None,0.0,3,3,CBlock,3,3,0,Unf,0,0,793,793,3,0,997,520,0,1517,0,0,2,0,3,1,2,7,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,144,0,0,0,None,0,8,2007,Normal,115000,11.652687407345388,0,1,0,0,0,0,1,1,9,9,1,1,35
109,20,RL,11751,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,BrkFace,480.0,3,3,CBlock,4,3,0,BLQ,705,0,1139,1844,5,1,1844,0,0,1844,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2,546,3,3,Y,0,122,0,0,0,0,MnPrv,0,1,2010,Normal,190000,12.154779351142624,0,1,1,9,3,1,1,1,12,9,1,0,36
110,50,RL,9525,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,Rec,444,0,550,994,4,1,1216,639,0,1855,0,0,2,0,4,1,3,7,Typ,0,0,Attchd,1954.0,Unf,1,325,3,3,Y,182,0,0,0,0,0,None,0,10,2006,Normal,136900,11.82700601127654,0,1,1,9,0,1,1,1,6,9,1,1,24
111,80,RL,7750,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,GLQ,250,0,134,384,5,1,774,656,0,1430,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2000.0,Fin,2,400,3,3,Y,180,0,0,0,0,0,None,0,4,2010,Normal,180000,12.100712129872347,0,1,1,9,3,1,1,1,12,9,1,0,35
112,60,RL,9965,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,Stone,220.0,4,3,PConc,5,3,2,GLQ,984,0,280,1264,5,1,1282,1414,0,2696,1,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2007.0,Fin,3,792,3,3,Y,120,184,0,0,168,0,None,0,10,2007,Partial,383970,12.858319703517948,1,1,1,9,4,1,1,1,15,12,1,1,35
113,20,RL,21000,Pave,None,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,1,ALQ,35,869,905,1809,3,1,2259,0,0,2259,1,0,2,0,3,1,4,7,Typ,2,4,Basment,1953.0,Unf,2,450,3,3,Y,166,120,192,0,0,0,MnPrv,0,10,2007,Abnorml,217000,12.287652632522597,0,1,1,9,8,1,1,1,12,12,1,1,30
114,70,RL,7259,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,ALQ,774,150,104,1028,5,1,1436,884,0,2320,1,0,2,1,3,1,4,9,Typ,1,3,Detchd,1945.0,Unf,1,180,3,3,Y,224,0,0,0,0,0,MnPrv,0,7,2007,Normal,259500,12.46651198158808,0,1,1,9,3,1,1,1,9,9,0,0,48
